Scheme_ID,Scheme_Name,Type,State,District,Category,Crop,Min_Land_Acres,Max_Land_Acres,Income_Limit,Gender,Age_Min,Age_Max,FPO_Required,Organic_Required,Irrigation_Required,Need,Eligibility,Benefit,Subsidy,Required_Documents,Apply_At,Official_Website,Keywords
AGRI188,SMAM - Haryana Rice Initiative,Central Government,Haryana,Ambala,Farm Mechanization,Wheat,1.0,10.0,None,All,18,75,No,No,No,Need farm machinery,"Farmers residing in Ambala district of Haryana, cultivating Wheat, owning between 1.0 and 10.0 acres of land, registered with the state agriculture portal.",40% to 50% subsidy on farm implements,50%,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",Block Development Office,https://agrimachinery.nic.in/,"wheat, farm mechanization, haryana farmer, ambala, smam, government subsidy, agricultural support"
AGRI189,AIF (Agriculture Infrastructure Fund) (Odisha Implementation),Central Government,Odisha,Cuttack,Storage,Grapes,2.0,25.0,Below ₹2.5 Lakh/year,All (Priority for Women),21,60,Yes,No,No,Need cold storage and infrastructure,"Farmers residing in Cuttack district of Odisha, cultivating Grapes, owning between 2.0 and 25.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",3% interest subvention up to ₹2 crore,30%,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",State Agriculture Department Portal,https://agriinfra.dac.gov.in/,"grapes, storage, odisha farmer, cuttack, aif, government subsidy, agricultural support"
AGRI190,Kisan Credit Card - Andhra Pradesh Rice Initiative,NABARD Supported,Andhra Pradesh,Krishna,Credit,Pulses,0.0,2.0,Below ₹5 Lakh/year,Male & Female,18,75,No,No,No,Need financial assistance,"Farmers residing in Krishna district of Andhra Pradesh, cultivating Pulses, owning between 0.0 and 2.0 acres of land, registered with the state agriculture portal.",Concessional interest rate at 4%,Up to ₹2 lakh,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",CSC Center,https://www.nabard.org/,"pulses, credit, andhra pradesh farmer, krishna, kisan, government subsidy, agricultural support"
AGRI191,MIDH (Mission for Integrated Development of Horticulture) (West Bengal Implementation),Horticulture Department,West Bengal,North 24 Parganas,Horticulture,Fruits,0.0,10.0,Below ₹5 Lakh/year,All (Priority for Women),18,60,No,No,No,Need horticulture support,"Farmers residing in North 24 Parganas district of West Bengal, cultivating Fruits, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal.",35% to 50% subsidy on planting material,Up to ₹5 lakh,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",Block Development Office,https://midh.gov.in/,"fruits, horticulture, west bengal farmer, north 24 parganas, midh, government subsidy, agricultural support"
AGRI192,Kisan Credit Card - Tamil Nadu Wheat Initiative,NABARD Supported,Tamil Nadu,Tiruchirappalli,Credit,Wheat,0.0,10.0,None,Male & Female,18,70,No,No,No,Need financial assistance,"Farmers residing in Tiruchirappalli district of Tamil Nadu, cultivating Wheat, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal.",Concessional interest rate at 4%,Interest subvention of 3%,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable)",Block Development Office,https://www.nabard.org/,"wheat, credit, tamil nadu farmer, tiruchirappalli, kisan, government subsidy, agricultural support"
AGRI193,SMAM - Telangana Khammam Chapter,State Government,Telangana,Khammam,Farm Mechanization,Sugarcane,0.0,10.0,Below ₹1.5 Lakh/year,Male & Female,21,65,No,No,Yes,Need farm machinery,"Farmers residing in Khammam district of Telangana, cultivating Sugarcane, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal.",40% to 50% subsidy on farm implements,Full subsidy for soil testing,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",FPO Office,https://agrimachinery.nic.in/,"sugarcane, farm mechanization, telangana farmer, khammam, smam, government subsidy, agricultural support"
AGRI194,Cooperative Agricultural Credit Structure Scheme - West Bengal Soybean Initiative,Cooperative,West Bengal,North 24 Parganas,Credit,Potato,0.0,20.0,Below ₹1.5 Lakh/year,All (Priority for Women),21,70,Yes,No,No,Need short term crop credit,"Farmers residing in North 24 Parganas district of West Bengal, cultivating Potato, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",Low interest short term loans,Full subsidy for soil testing,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable)",District Agriculture Office,State Agriculture Department Portal,"potato, credit, west bengal farmer, north 24 parganas, cooperative, government subsidy, agricultural support"
AGRI195,PMKSY - Kerala Sugarcane Initiative,Central Government,Kerala,Wayanad,Irrigation,Tomato,0.0,5.0,None,Male & Female,18,75,No,No,Yes,Need irrigation support,"Farmers residing in Wayanad district of Kerala, cultivating Tomato, owning between 0.0 and 5.0 acres of land, registered with the state agriculture portal.",50% to 55% subsidy on drip/sprinkler,50%,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",State Agriculture Department Portal,https://pmksy.gov.in/,"tomato, irrigation, kerala farmer, wayanad, pmksy, government subsidy, agricultural support"
AGRI196,Kisan Credit Card (KCC) Scheme (Odisha Implementation),NABARD Supported,Odisha,Sambalpur,Credit,Cotton,0.0,20.0,None,Male & Female,18,75,Yes,No,No,Need financial assistance,"Farmers residing in Sambalpur district of Odisha, cultivating Cotton, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",Concessional interest rate at 4%,Premium subsidy up to 90%,"Aadhaar Card, Land ownership document, Bank account details",State Agriculture Department Portal,https://www.nabard.org/,"cotton, credit, odisha farmer, sambalpur, kisan, government subsidy, agricultural support"
AGRI197,Horticulture Cluster Development Program (CDP) (Gujarat Implementation),Horticulture Department,Gujarat,Junagadh,Horticulture,Mango,0.0,10.0,Below ₹1.5 Lakh/year,Male & Female,21,60,No,No,No,Need cluster infrastructure,"Farmers residing in Junagadh district of Gujarat, cultivating Mango, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal.",Up to ₹50 lakh grant for post-harvest support,Premium subsidy up to 90%,"Aadhaar Card, Land ownership document, Bank account details",PM Kisan Portal,https://midh.gov.in/,"mango, horticulture, gujarat farmer, junagadh, horticulture, government subsidy, agricultural support"
AGRI198,Pradhan Mantri Matsya Sampada Yojana - Andhra Pradesh Krishna Chapter,State Government,Andhra Pradesh,Krishna,Fisheries,Fisheries,0.0,10.0,Below ₹5 Lakh/year,All,21,70,No,No,No,Need aquaculture development,"Farmers residing in Krishna district of Andhra Pradesh, cultivating Fisheries, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal.",40% to 60% subsidy on fishery inputs,Full subsidy for soil testing,"Aadhaar Card, Land ownership document, Bank account details",CSC Center,https://pmmsy.dof.gov.in/,"fisheries, fisheries, andhra pradesh farmer, krishna, pradhan, government subsidy, agricultural support"
AGRI199,Soil Health Card Scheme (Tamil Nadu Implementation),Agriculture Department,Tamil Nadu,Salem,Soil Improvement,Cotton,0.0,20.0,None,All (Priority for Women),21,65,No,No,No,Need soil health assessment,"Farmers residing in Salem district of Tamil Nadu, cultivating Cotton, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal.",Free soil testing and recommendations,Up to ₹5 lakh,"Aadhaar Card, Land ownership document, Bank account details, Soil Health Card",PM Kisan Portal,https://soilhealth.dac.gov.in/,"cotton, soil improvement, tamil nadu farmer, salem, soil, government subsidy, agricultural support"
AGRI200,PM-KUSUM - Madhya Pradesh Indore Chapter,State Government,Madhya Pradesh,Indore,Irrigation,Vegetables,1.0,5.0,None,All (Priority for Women),18,65,No,No,Yes,Need irrigation support,"Farmers residing in Indore district of Madhya Pradesh, cultivating Vegetables, owning between 1.0 and 5.0 acres of land, registered with the state agriculture portal.",Up to 60% subsidy on solar pump installation,Up to ₹5 lakh,"Aadhaar Card, Land ownership document, Bank account details, Caste certificate (where applicable), Farmer registration certificate, Crop details",CSC Center,https://pmkusum.mnre.gov.in/,"vegetables, irrigation, madhya pradesh farmer, indore, pm-kusum, government subsidy, agricultural support"
AGRI201,e-NAM (National Agriculture Market) (Telangana Implementation),Central Government,Telangana,Khammam,Marketing,Onion,0.0,2.0,Below ₹2.5 Lakh/year,Female Only,21,75,Yes,No,No,Need market linkage,"Farmers residing in Khammam district of Telangana, cultivating Onion, owning between 0.0 and 2.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",Free access to online trading platform,Up to ₹5 lakh,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",District Agriculture Office,https://www.enam.gov.in/,"onion, marketing, telangana farmer, khammam, e-nam, government subsidy, agricultural support"
AGRI202,e-NAM - Haryana Ambala Chapter,State Government,Haryana,Ambala,Marketing,Onion,0.0,5.0,Below ₹2.5 Lakh/year,All (Priority for Women),18,65,Yes,No,No,Need market linkage,"Farmers residing in Ambala district of Haryana, cultivating Onion, owning between 0.0 and 5.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",Free access to online trading platform,Up to ₹2 lakh,"Aadhaar Card, Land ownership document, Bank account details",PM Kisan Portal,https://www.enam.gov.in/,"onion, marketing, haryana farmer, ambala, e-nam, government subsidy, agricultural support"
AGRI203,Sub-Mission on Seeds and Planting Material - Rajasthan Pulses Initiative,Agriculture Department,Rajasthan,Ganganagar,Subsidy,Vegetables,0.0,10.0,Below ₹5 Lakh/year,Male & Female,21,70,No,No,No,Need quality seeds,"Farmers residing in Ganganagar district of Rajasthan, cultivating Vegetables, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal.",50% subsidy on certified seed distribution,75%,"Aadhaar Card, Land ownership document, Bank account details",Block Development Office,State Agriculture Department Portal,"vegetables, subsidy, rajasthan farmer, ganganagar, sub-mission, government subsidy, agricultural support"
AGRI204,Horticulture Cluster Development Program (CDP) (Gujarat Implementation),Horticulture Department,Gujarat,Rajkot,Horticulture,Grapes,0.0,10.0,Below ₹5 Lakh/year,All,21,60,No,No,No,Need cluster infrastructure,"Farmers residing in Rajkot district of Gujarat, cultivating Grapes, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal.",Up to ₹50 lakh grant for post-harvest support,Up to ₹1 lakh,"Aadhaar Card, Land ownership document, Bank account details, Farmer registration certificate, Crop details",NABARD Office,https://midh.gov.in/,"grapes, horticulture, gujarat farmer, rajkot, horticulture, government subsidy, agricultural support"
AGRI205,MIDH (Mission for Integrated Development of Horticulture) (Rajasthan Implementation),Horticulture Department,Rajasthan,Udaipur,Horticulture,Mango,0.0,10.0,Below ₹2.5 Lakh/year,All,21,70,No,No,No,Need horticulture support,"Farmers residing in Udaipur district of Rajasthan, cultivating Mango, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal.",35% to 50% subsidy on planting material,Up to ₹2 lakh,"Aadhaar Card, Land ownership document, Bank account details",CSC Center,https://midh.gov.in/,"mango, horticulture, rajasthan farmer, udaipur, midh, government subsidy, agricultural support"
AGRI206,"Formation and Promotion of 10,000 FPOs Scheme (Bihar Implementation)",FPO Support,Bihar,Darbhanga,FPO Development,Fruits,0.0,10.0,Below ₹5 Lakh/year,All (Priority for Women),18,70,Yes,No,No,Need market linkage and aggregation,"Farmers residing in Darbhanga district of Bihar, cultivating Fruits, owning between 0.0 and 10.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",Up to ₹18 lakh financial support per FPO,50%,"Aadhaar Card, Land ownership document, Bank account details",District Agriculture Office,https://www.sfacindia.com/,"fruits, fpo development, bihar farmer, darbhanga, formation, government subsidy, agricultural support"
AGRI207,"Formation and Promotion of 10,000 FPOs Scheme (Haryana Implementation)",FPO Support,Haryana,Hisar,FPO Development,Onion,0.0,20.0,Below ₹5 Lakh/year,Female Only,21,70,Yes,No,No,Need market linkage and aggregation,"Farmers residing in Hisar district of Haryana, cultivating Onion, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",Up to ₹18 lakh financial support per FPO,40%,"Aadhaar Card, Land ownership document, Bank account details",State Agriculture Department Portal,https://www.sfacindia.com/,"onion, fpo development, haryana farmer, hisar, formation, government subsidy, agricultural support"
AGRI208,Sub-Mission on Seeds and Planting Material - Uttar Pradesh Gorakhpur Chapter,State Government,Uttar Pradesh,Gorakhpur,Subsidy,Maize,0.0,20.0,Below ₹5 Lakh/year,Male & Female,18,65,Yes,No,No,Need quality seeds,"Farmers residing in Gorakhpur district of Uttar Pradesh, cultivating Maize, owning between 0.0 and 20.0 acres of land, registered with the state agriculture portal. Must be a member of a registered FPO/Cooperative.",50% subsidy on certified seed distribution,Up to ₹2 lakh,"Aadhaar Card, Land ownership document, Bank account details",Horticulture Department Office,State Agriculture Department Portal,"maize, subsidy, uttar pradesh farmer, gorakhpur, sub-mission, government subsidy, agricultural support"
